request_id,date,process_time,closed_date,description,category,status,referred_to,location
394910.0,2024-06-07 03:44:41,0 days 00:44:00,2024-06-07 04:28:41,Tree - Limb Down,TREES,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""DIMOND PARK"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
396302.0,2024-06-07 07:10:49,0 days 00:03:00,2024-06-07 07:13:49,Graffiti on Private Property,GRAFFITI,CLOSED,,"{'latitude': '37.80239249368492', 'longitude': '-122.24097382698363', 'human_address': '{""address"": ""2718 PARK BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
388039.0,2024-06-07 04:23:31,0 days 00:07:00,,Construction Complaint,ROW,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""MOUNTAIN BLVD & SNAKE RD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
359378.0,2024-06-07 04:27:53,0 days 00:07:00,2024-06-07 04:34:53,Illegal Dumping – mattress/boxspring,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""56TH ST & GASKILL ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
402805.0,2024-06-07 20:16:47,0 days 00:18:00,2024-06-07 20:34:47,"Graffiti on Street, Street Light, Traffic Signal,",GRAFFITI,CLOSED,,"{'latitude': '37.75882947236286', 'longitude': '-122.14759981136595', 'human_address': '{""address"": ""3833 TWIN OAKS WAY"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
397876.0,2024-06-07 14:00:52,0 days 00:20:00,2024-06-07 14:20:52,Streets - Potholes/Depression,STREETSW,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""MACARTHUR BLVD & 64TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
387036.0,2024-06-07 01:25:54,0 days 00:20:00,2024-06-07 01:45:54,City Bldg - Electrical Inside/Outside,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""FIRE STATION 19"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
428784.0,2024-06-07 23:38:02,0 days 00:20:00,,Streets - Potholes/Depression,STREETSW,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""MACARTHUR BLVD & LAUREL AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
376804.0,2024-06-07 13:37:11,0 days 00:06:00,2024-06-07 13:43:11,Tree - Pruning,TREES,CLOSED,,"{'latitude': '37.79117794797958', 'longitude': '-122.22201611860595', 'human_address': '{""address"": ""2633 E 27TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
358350.0,2024-06-07 15:47:45,0 days 00:06:00,2024-06-07 15:53:45,Plumbing - City Facility or Park,BLDGMAINT,CLOSED,,"{'latitude': '37.828526809031004', 'longitude': '-122.21243443299211', 'human_address': '{""address"": ""6300 MORAGA AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
