request_id,date,process_time,closed_date,description,category,status,referred_to,location
319202.0,2024-06-12 02:57:20,0 days 00:08:00,2024-06-12 03:05:20,Illegal Dumping – mattress/boxspring,ILLDUMP,CLOSED,,"{'latitude': '37.768766843009416', 'longitude': '-122.18266178660377', 'human_address': '{""address"": ""2694 HAVENSCOURT BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
427602.0,2024-06-12 17:50:00,0 days 00:20:00,2024-06-12 18:10:00,Garbage - Exemption Request - weekly/shared,RECYCLING,CLOSED,,"{'latitude': '37.791357812385456', 'longitude': '-122.20788776952566', 'human_address': '{""address"": ""2836 HUMBOLDT AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
418746.0,2024-06-12 00:05:27,0 days 00:42:00,,City Bldg - Clean / Custodial,BLDGMAINT,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""CITY HALL"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
318873.0,2024-06-12 18:59:35,0 days 00:36:00,2024-06-12 19:35:35,Storm Drains - Clogged / Flooding,DRAINAGE,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""96TH AV & HOLLY ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
370051.0,2024-06-12 15:37:22,0 days 00:05:00,2024-06-12 15:42:22,Code Enforcement,OTHER,CLOSED,,"{'latitude': '37.79856414916416', 'longitude': '-122.27167458470204', 'human_address': '{""address"": ""702 WEBSTER ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
444086.0,2024-06-12 04:25:26,0 days 00:38:00,,Sidewalk (report from SeeClickFix),STREETSW,CANCEL,,"{'latitude': '37.83324823251024', 'longitude': '-122.26523753533411', 'human_address': '{""address"": ""572 45th Street"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
431911.0,2024-06-12 00:31:19,0 days 00:52:00,2024-06-12 01:23:19,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""PETERSON ST & GLASCOCK ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
345493.0,2024-06-12 14:54:22,0 days 00:54:00,2024-06-12 15:48:22,Hazardous Materials,OTHER,CLOSED,,"{'latitude': '37.814605286842834', 'longitude': '-122.28660542675027', 'human_address': '{""address"": ""1940 UNION ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
316466.0,2024-06-12 05:52:39,0 days 00:07:00,2024-06-12 05:59:39,Traffic - Sign Down,TRAFFIC,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""WALKER AV & WICKSON AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
434576.0,2024-06-12 05:32:42,0 days 00:12:00,2024-06-12 05:44:42,City Bldg - Electrical Inside/Outside,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""DALZIEL BUILDING"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
404888.0,2024-06-12 19:41:23,0 days 00:10:00,2024-06-12 19:51:23,Storm Drains - Illicit Discharge,WATERSHED,CLOSED,,"{'latitude': '37.79698756828884', 'longitude': '-122.22676453892069', 'human_address': '{""address"": ""3015 22ND AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
378233.0,2024-06-12 07:26:42,0 days 00:21:00,2024-06-12 07:47:42,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.82561455153739', 'longitude': '-122.2752284650374', 'human_address': '{""address"": ""900 35TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
313782.0,2024-06-12 05:53:01,0 days 00:44:00,2024-06-12 06:37:01,Illegal Dumping – mattress/boxspring,ILLDUMP,CLOSED,,"{'latitude': '37.737146680459205', 'longitude': '-122.17731981374976', 'human_address': '{""address"": ""STONE ST @ SAN LEANDRO ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
