request_id,date,process_time,closed_date,description,category,status,referred_to,location
318168.0,2024-06-08 22:54:15,0 days 00:57:00,2024-06-08 23:51:15,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.822393415616546', 'longitude': '-122.21078358646002', 'human_address': '{""address"": ""6670 LIGGETT DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
317969.0,2024-06-08 12:51:34,0 days 00:06:00,2024-06-08 12:57:34,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""2ND ST & MADISON ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
415262.0,2024-06-08 20:00:08,0 days 00:51:00,2024-06-08 20:51:08,TE - Traffic Safety (non-emergency),TRAFFIC_ENGIN,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""33RD ST & STUART ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
433177.0,2024-06-08 05:07:25,0 days 00:25:00,2024-06-08 05:32:25,Graffiti on Traffic Sign(s),TRAFFIC,CLOSED,,"{'latitude': '37.80200834417363', 'longitude': '-122.26761715694388', 'human_address': '{""address"": ""281 13TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
335317.0,2024-06-08 17:06:52,0 days 00:53:00,2024-06-08 17:59:52,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""FILBERT ST & 21ST ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
400360.0,2024-06-08 22:32:29,0 days 00:47:00,2024-06-08 23:19:29,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.766203775225904', 'longitude': '-122.1678859256624', 'human_address': '{""address"": ""7820 MACARTHUR BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
425546.0,2024-06-08 04:42:06,0 days 00:08:00,2024-06-08 04:50:06,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""APPLE ST & SAN LEANDRO ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
394355.0,2024-06-08 11:42:10,0 days 00:41:00,2024-06-08 12:23:10,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.81928709160384', 'longitude': '-122.28384949321715', 'human_address': '{""address"": ""2635 MAGNOLIA ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
379086.0,2024-06-08 09:35:50,0 days 00:26:00,2024-06-08 10:01:50,City Bldg - Other,FACILITIES,CLOSED,,"{'latitude': '37.804829656384356', 'longitude': '-122.2713349386928', 'human_address': '{""address"": ""150 frank ogawa plaza"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
415028.0,2024-06-08 23:14:05,0 days 00:26:00,2024-06-08 23:40:05,Recycling - Missed Pickup,RECYCLING,CLOSED,,"{'latitude': '37.81754502438701', 'longitude': '-122.25931041186655', 'human_address': '{""address"": ""65 GARLAND AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
413679.0,2024-06-08 18:28:57,0 days 00:50:00,,Streets - Potholes/Depression,STREETSW,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""60TH AV & EASTLAWN ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
366683.0,2024-06-08 07:18:43,0 days 00:17:00,2024-06-08 07:35:43,Sewers - General,SEWERS,CLOSED,,"{'latitude': '37.841230551540754', 'longitude': '-122.27437633665464', 'human_address': '{""address"": ""5682 ADELINE ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
436853.0,2024-06-08 13:00:48,0 days 00:27:00,2024-06-08 13:27:48,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80778474123504', 'longitude': '-122.18589377137477', 'human_address': '{""address"": ""3309 BUTTERS DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
409319.0,2024-06-08 07:48:27,0 days 00:30:00,2024-06-08 08:18:27,TE - Parking - Blue Curb (Residential),TRAFFIC_ENGIN,CLOSED,,"{'latitude': '37.76565518878806', 'longitude': '-122.17463983410244', 'human_address': '{""address"": ""2545 75th avenue"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
322299.0,2024-06-08 00:42:07,0 days 00:20:00,2024-06-08 01:02:07,Graffiti,GRAFFITI,CLOSED,,"{'latitude': '37.792913639496135', 'longitude': '-122.19980286448225', 'human_address': '{""address"": ""3600 MACARTHUR BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
310713.0,2024-06-08 05:24:04,0 days 00:48:00,2024-06-08 06:12:04,Storm Drains - Clogged / Flooding,DRAINAGE,CLOSED,,"{'latitude': '37.75638317866594', 'longitude': '-122.17259837309592', 'human_address': '{""address"": ""8401 BIRCH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
428337.0,2024-06-08 02:38:34,0 days 00:43:00,,Graffiti on Private Property,GRAFFITI,REFERRED,"CODE ENFORCEMENT,","{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""ADELINE ST & 53RD ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
386316.0,2024-06-08 22:38:40,0 days 00:56:00,,Code Enforcement,OTHER,REFERRED,"CODE ENFORCEMENT,","{'latitude': '37.771392863334995', 'longitude': '-122.15511555284633', 'human_address': '{""address"": ""7964 MOUNTAIN BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
337207.0,2024-06-08 14:47:40,0 days 00:16:00,2024-06-08 15:03:40,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""greenly dr & lamp st"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
367333.0,2024-06-08 04:23:29,0 days 00:15:00,2024-06-08 04:38:29,City Bldg - Structural Issue,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""FIRE STATION 23"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
365893.0,2024-06-08 10:41:23,0 days 00:48:00,2024-06-08 11:29:23,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.82202707697432', 'longitude': '-122.29077204780668', 'human_address': '{""address"": ""2800 WOOD ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
377074.0,2024-06-08 22:13:52,0 days 00:26:00,2024-06-08 22:39:52,City Bldg - Other,BLDGMAINT,CLOSED,,"{'latitude': '37.80485066020931', 'longitude': '-122.2713095281634', 'human_address': '{""address"": ""250 FRANK H OGAWA PLAZA"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
370142.0,2024-06-08 20:09:53,0 days 00:02:00,2024-06-08 20:11:53,Street Medians (Landscaped),PARKS,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""BANCROFT AVE & 103RD. AV."", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
431056.0,2024-06-08 12:01:12,0 days 00:51:00,,Graffiti on Private Property,GRAFFITI,REFERRED,"CODE ENFORCEMENT,","{'latitude': '37.80153813775712', 'longitude': '-122.26622678956636', 'human_address': '{""address"": ""226 13TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
424993.0,2024-06-08 22:56:19,0 days 00:45:00,2024-06-08 23:41:19,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""DERBY AV & GLASCOCK ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
380715.0,2024-06-08 04:59:02,0 days 00:21:00,,Streets - Potholes/Depression,STREETSW,CANCEL,,"{'latitude': '37.747767673625276', 'longitude': '-122.14413483086861', 'human_address': '{""address"": ""10540 MARK ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
323231.0,2024-06-08 18:57:34,0 days 00:49:00,,Weed Abatement - Public Right of Way,CUT_CLEAN,CANCEL,,"{'latitude': '37.77178856502786', 'longitude': '-122.20188929159025', 'human_address': '{""address"": ""5342 BANCROFT AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
