request_id,date,process_time,closed_date,description,category,status,referred_to,location
341012.0,2024-06-10 17:57:46,0 days 00:21:00,2024-06-10 18:18:46,Tree - Pruning,TREES,CLOSED,,"{'latitude': '37.774693375182494', 'longitude': '-122.17240052224946', 'human_address': '{""address"": ""6708 SIMSON ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
442567.0,2024-06-10 18:51:07,0 days 00:29:00,,Hazardous Materials,FIRE,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""48TH AV & E 12TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
329929.0,2024-06-10 18:11:35,0 days 00:56:00,2024-06-10 19:07:35,Streets - Potholes/Depression,STREETSW,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""SAN LEANDRO ST & 35TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
419603.0,2024-06-10 10:35:24,0 days 00:38:00,,Code Enforcement,OTHER,REFERRED,"CODE ENFORCEMENT,","{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""ELMWOOD AV & LANCASTER ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
21658.0,2024-06-10 23:12:51,0 days 00:46:00,2024-06-10 23:58:51,Garbage Service Issue (Residential),RECYCLING,CLOSED,,"{'latitude': '37.78168110735015', 'longitude': '-122.23311375244754', 'human_address': '{""address"": ""2555 INTERNATIONAL BL"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
411401.0,2024-06-10 17:09:04,0 days 00:17:00,2024-06-10 17:26:04,Kudos and Compliments,OTHER,CLOSED,,"{'latitude': '37.84283500534258', 'longitude': '-122.21841883048876', 'human_address': '{""address"": ""6180 SWAINLAND RD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
21128.0,2024-06-10 03:10:16,0 days 00:30:00,2024-06-10 03:40:16,Garbage - Missed Pickup,RECYCLING,CLOSED,,"{'latitude': '37.801843907247076', 'longitude': '-122.19462276959348', 'human_address': '{""address"": ""4243 NORTON AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
330643.0,2024-06-10 15:48:07,0 days 00:27:00,2024-06-10 16:15:07,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.75715659561115', 'longitude': '-122.18273373236616', 'human_address': '{""address"": ""7828 INTERNATIONAL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
436836.0,2024-06-10 00:10:54,0 days 00:47:00,2024-06-10 00:57:54,Traffic - Sign Down,TRAFFIC,CLOSED,,"{'latitude': '37.77354310644381', 'longitude': '-122.20290912277146', 'human_address': '{""address"": ""5200 YGNACIO AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
369614.0,2024-06-10 04:30:10,0 days 00:40:00,,Litter - In Public Right of Way,ILLDUMP,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""34TH ST & CHESTNUT ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
