request_id,date,process_time,closed_date,description,category,status,referred_to,location
359994.0,2024-06-11 16:52:56,0 days 00:15:00,2024-06-11 17:07:56,Streets - Potholes/Depression,STREETSW,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""LAKESIDE PARK - ROTARY NATURE SCIENCE CENTER"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
368401.0,2024-06-11 14:13:14,0 days 00:35:00,,Streets/Sidewalks - Unsafe Condition,ROW,OPEN,,"{'latitude': '37.789846951376205', 'longitude': '-122.2357307795528', 'human_address': '{""address"": ""2008 E 20TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
362508.0,2024-06-11 23:13:15,0 days 00:56:00,2024-06-12 00:09:15,TE - Traffic Signal Request (non-emergency),TRAFFIC_ENGIN,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""78TH AV & INTERNATIONAL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
322480.0,2024-06-11 17:53:04,0 days 00:12:00,2024-06-11 18:05:04,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80098955131922', 'longitude': '-122.23712472869818', 'human_address': '{""address"": ""1012 BELLA VISTA AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
361602.0,2024-06-11 03:46:02,0 days 00:53:00,2024-06-11 04:39:02,Graffiti on Private Property,GRAFFITI,CLOSED,,"{'latitude': '37.81742915801482', 'longitude': '-122.27539987426519', 'human_address': '{""address"": ""2628 SAN PABLO AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
371210.0,2024-06-11 15:47:25,0 days 00:58:00,2024-06-11 16:45:25,City Bldg - Electrical Inside/Outside,BLDGMAINT,CLOSED,,"{'latitude': '37.804829656384356', 'longitude': '-122.2713349386928', 'human_address': '{""address"": ""150 Frank H. Ogawa Plaza"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
387600.0,2024-06-11 12:27:46,0 days 00:42:00,2024-06-11 13:09:46,City Bldg - Key / Lock Management,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""LIONEL J WILSON BUILDING"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
369329.0,2024-06-11 20:26:16,0 days 00:57:00,2024-06-11 21:23:16,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""8500 railroad av"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
419322.0,2024-06-11 04:29:55,0 days 00:14:00,2024-06-11 04:43:55,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""IRWIN CT & ALCATRAZ AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
398849.0,2024-06-11 01:34:35,0 days 00:58:00,2024-06-11 02:32:35,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80921937960617', 'longitude': '-122.30199672429167', 'human_address': '{""address"": ""1750 CHASE ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
401471.0,2024-06-11 02:02:12,0 days 00:37:00,2024-06-11 02:39:12,"Tree - Diseased, Dead, Dying, Leaning, or Split",TREES,CLOSED,,"{'latitude': '37.77436062603164', 'longitude': '-122.21369738983492', 'human_address': '{""address"": ""4227 E 17TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
430482.0,2024-06-11 08:18:36,0 days 00:45:00,,Caltrans issue,OTHER,REFERRED,"CALTRANS TRAFFIC,","{'latitude': '37.73156189065725', 'longitude': '-122.13828024445786', 'human_address': '{""address"": ""417 MARLOW DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
314150.0,2024-06-11 03:32:39,0 days 00:47:00,2024-06-11 04:19:39,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""CREST AV & CALANDRIA AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
404195.0,2024-06-11 02:08:15,0 days 00:05:00,2024-06-11 02:13:15,Homeless Encampment,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""INTERNATIONAL BLVD & 104TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
425575.0,2024-06-11 23:29:21,0 days 00:54:00,2024-06-12 00:23:21,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""HAVEN ST & PERALTA ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
